SMILES,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,FractionCSP3,QED,SAscore
*/C=C/C=N/[Si](C)(C)c1cccc(S(=O)(=O)c2ccc(*)nc2)c1,328.46900000000005,1.6349,59.39,0,4,5,2,0.125,0.6190901315450781,4.312150985808199
*[C]=CC(=CC=COCC(C)OC)Nc1ccc(OCC(O)C*)cc1,330.4040000000001,3.1210900000000015,59.95,2,5,12,1,0.3684210526315789,0.4554018472769965,4.760993376398998
*=C1C(NCCCCC)C(OC)OCCO*N1CCOCCCCOC[CH2],373.51400000000024,1.6977900000000006,61.42,1,7,15,1,0.8947368421052632,0.4384577555752654,5.268781391347709
*c1ccc(OC(=O)c2ccc(OCN(*)C(=O)CCCCC=C)cc2)cc1,351.4020000000001,3.456000000000002,55.84,0,4,10,2,0.23809523809523808,0.21625409359741662,3.2970359769898288
*CCOCCCCCN(*)C(=O)CCCOCCC(=O)c1ccccc1,347.455,3.503600000000003,55.839999999999996,0,4,16,1,0.6,0.33915863332707114,3.240005282517343
*[N]c1ccc(N(CC)COC=C2C=CC(OCc3ccc(*)cc3)=C2)nc1,346.41,3.311200000000002,48.690000000000005,0,4,9,3,0.19047619047619047,0.516238246046254,4.191286177141295
*[Se]c1cc(-c2ccccc2)ccc1C1=CC=C(C(*)=O)C=COC1=O,379.27300000000014,2.603600000000001,43.370000000000005,0,3,4,3,0.0,0.6060670678630928,3.9110138969480683
*c1cc(C)c(*O[Si](C)(C)[O][Ge]([CH3])([CH3])[C]#N)cc1C,323.0040000000001,2.1062199999999995,42.25,0,3,5,1,0.46153846153846156,0.7796713074539154,5.437210765805638
*C(=O)C1=C(C)C1(C=CC)C(=O)NCC=C1C=CC(CC=Nc2ccc(*)cc2)=C1,370.45200000000006,3.4609000000000023,58.53,1,3,8,3,0.20833333333333334,0.5627233063268313,5.231444686075132
*Cc1ccc(N(CCCC)NC(=O)COC2CCC(C(*)=O)CC2C)o1,348.4430000000001,2.863900000000001,71.78,1,5,10,2,0.6842105263157895,0.6584144262250939,4.878008411369047
*c1ccc(NC(=O)N(*)C(=O)CCCCCCN(C)c2ccccc2)o1,341.411,3.3659000000000026,65.79,1,4,9,2,0.3684210526315789,0.7103363245439168,3.4717522776274947
*CC(*)C(=O)c1ccccc1C(=O)C(C(=[N+])C(C)C)c1ccc(CCl)cc1,366.86800000000005,4.777100000000004,56.44,0,2,9,2,0.3181818181818182,0.36413108271259564,4.468759646339281
*C(=O)CCCCCC(=O)NC(=O)N(Cc1ccccc1)c1ccc(*)cc1,350.41800000000006,3.1304000000000016,66.48,1,3,9,2,0.2857142857142857,0.7067142880433014,3.1483756069800926
*C(C(CCCCOC)COCC(O)[CH2][Na])C([O-])(F)C(F)(F)C(*)(F)F,371.298,1.5248999999999997,61.75,1,4,14,0,1.0,0.2858201952407538,5.541052939784256
*CCC(CCCC)NC(=O)C(Cc1ccc(N)cc1)N(CC=C)C(*)OC,359.5140000000001,3.1799000000000017,67.59,2,4,14,1,0.5714285714285714,0.3040903499825299,4.518836463724158
*C(*)[Si](C#N)N=COCCOC(C)COc1ccc([Si](C)(C)C)cc1C,375.59700000000015,2.807100000000001,63.84,0,5,11,1,0.5555555555555556,0.25815651988786076,4.742057483758434
*C1(*)C(N)=CNC1=COCCCCCCC(=O)OCN1CC1,293.36699999999996,1.2292999999999998,76.59,2,6,10,2,0.6666666666666666,0.27297090531731977,4.008819099896911
*CC(C=CC(C)=O)(Cc1ccc(*)cc1)N=CC=CC(OC)C(=O)OC,341.40700000000015,2.0703,64.96,0,5,10,1,0.35,0.3712050611365438,5.275232314526785
*Oc1ccc2c(c1*)Oc1cccc(c1S(=O)(=O)NCCCC(C)C)CC2,373.4740000000003,3.309700000000002,64.63,1,4,7,3,0.4,0.756493944804157,4.230855909185746
*O[Si](*)(C)[Si](O)CO[Si](C)(C)CCCCOCCOCS,355.6570000000001,1.6123999999999998,57.150000000000006,2,6,14,0,1.0,0.21454668500743668,5.102487966567653
*/C=C/C12*C(S1)C(CCCCCC)n1cccc(o[nH]1)NC2=O,320.438,3.9144000000000014,62.96,2,3,6,4,0.5625,0.781058689799585,7.167340529539143
*CCC(O)c1ccc(NC#CCCCN(*)C2=CC(=CN(C)N)C2)c(C)c1,352.4820000000001,3.282420000000001,64.76,3,5,9,2,0.42857142857142855,0.20924645769353917,4.9975679582393635
*Oc1ccc2c(n1)CCC(*)(C)CC(=O)NCCCNCNC=CC=C(C)C2,370.49700000000007,2.6344000000000003,75.28,3,5,1,2,0.5238095238095238,0.7085726609598458,5.175333539907784
*SC(CCOC(=O)N(Oc1ccc(*)nc1)PCCC)c1ccccc1,376.4180000000002,4.321000000000003,51.66,0,5,10,2,0.3333333333333333,0.4565446418952077,4.918303643198113
*[C]1C=CC(/C=C/C(=O)Nc2ccccc2C(*)=O)=CC=C1OCCN,321.35600000000017,2.30749,81.42,2,4,7,2,0.10526315789473684,0.7551632969395066,3.846353409379361
*Oc1ccc2cc1N=CC([Si](*)(C)C#N)=CC=C[Si](C)(C)OCO2,342.50300000000016,3.551980000000002,63.84,0,5,2,2,0.25,0.7710747401658267,6.697508881205795
*c1ccc(NC(=O)C=C2C=CC(CCCOCCc3cnc(*)o3)=C2)cc1,348.402,2.4244000000000003,64.36,1,4,9,3,0.23809523809523808,0.5583391503744306,3.9965972882524072
*C1=CC=CC=C2C(=C1*)CCCCOc1ncccc1COCCOCC2O,367.44500000000016,3.2712000000000017,60.81,1,5,0,3,0.4090909090909091,0.7625727148901063,4.9498424919313715
*Sc1ccc(COC2NC(=O)C=C(*)N=CC(=C)c3ccccc32)cc1,348.427,4.062900000000003,50.69,1,4,4,3,0.1,0.9062991044443337,4.883006429351064
*C[C](*)COC(=O)O[Si](Br)=C(F)C(=C)Br,345.014,2.661290000000001,35.53,0,3,5,0,0.2857142857142857,0.4367249600880596,5.635122584166343
*CC(COCCCC)[SH](=O)CC=CC=CC(C(=O)O*)C(F)(F)F,355.398,2.918700000000001,52.60000000000001,1,4,12,0,0.6666666666666666,0.3322462831120337,5.717043600747852
*Cc1ccc(S(=O)(=O)[N+](C)(C)C(C)(C)OC(=O)N(*)CC)cc1,327.42600000000004,2.1599000000000004,63.68000000000001,0,4,6,1,0.5333333333333333,0.5931811871538304,4.235043473965204
*CCCc1ccc(C=CC(=O)N2CCCCONCCN(*)CC2)cc1,343.4710000000001,2.5099,44.81,1,4,5,2,0.55,0.8346355785752745,4.074202405538445
*NC[N+](=CC=COC)c1ccc(OCCN(*)c2ccc(O)cc2)cc1C,354.43000000000006,2.9366200000000013,56.97,2,5,10,2,0.25,0.29734398745000695,4.0501019945166075
*N=P(*)(OCCCCOCCOCCCC)OCCOCCOC,353.3960000000002,3.2559000000000022,67.74000000000001,0,7,19,0,1.0,0.26225627646496785,3.925640764300768
*c1ccc([Si](C)(C)C=C2C=CC(n3ccn4c(*)ccc4c3=O)C=C2)nc1,357.4890000000001,1.5935000000000001,39.3,0,2,3,4,0.14285714285714285,0.6680809607301536,4.842110757905116
*c1ccc(SNC(=O)c2ccc(C(=O)Nc3cccc(*)c3)cc2)cc1,346.41100000000006,2.725200000000001,58.2,2,3,5,3,0.0,0.6986045570285714,3.3339577300697893
*C(=S)CNCC(CC#N)C(=O)C=C1C=CC(C(=O)c2ccc(*)s2)=C1,354.4560000000001,2.09328,69.96000000000001,1,6,9,2,0.2222222222222222,0.41772133084277907,4.963549868075328
*C1=CC(O)=CC(CCOC2=CC=C/C(=N/COC)C2)C(*C)=C1SN,347.4600000000001,3.7383000000000024,77.07,2,6,8,2,0.3888888888888889,0.6541781930577465,5.649691464492609
*=C(C)C#CC(C#N)(C=CC=CC(OC)OC#N)[Si](C)(C)C[Si](C)(C)*=C,371.60900000000015,3.5476600000000023,66.03999999999999,0,4,9,0,0.47368421052631576,0.2043353262670614,6.1306106460544125
*=NCC(=O)OCC(S)CCCCSCCOCCOCCC*[CH],363.5450000000002,3.059590000000002,57.120000000000005,1,7,19,0,0.875,0.21711285961794152,4.691416928981159
*C*CCOC(=O)C(=S)/C=C/CCNC1=CC=C(OC)N=CO1,323.39400000000006,2.2515,69.15,1,7,11,1,0.4,0.27214953025330196,5.150691401275086
*N1C([2H])=C(S(*)(=O)=O)C=CC(c2ccc(Br)cc2)=CC1CC,353.2591017780001,3.6677000000000026,37.38,0,3,3,2,0.2,0.8322162579975455,4.668252025034632
*CC(=O)SN=C=CC1=C(CC(=O)N(*)Cc2cccnc2CCl)C=C1,359.8380000000001,3.238100000000002,62.63,0,5,8,2,0.23529411764705882,0.40587400247291516,4.838955727609077
*[CH]CCNC(=O)N1C(=O)N1CCCCCCCCCSCCC(*)=O,354.49600000000004,3.3796900000000027,69.25999999999999,1,4,16,1,0.7647058823529411,0.34070531223640027,3.9449076770295193
*C(*N(CC)CCOC(=O)C(F)C([O])=O)OCC1=CC=C(C(C)CC)CC1,369.43300000000016,2.6889000000000003,75.74,0,5,13,1,0.6842105263157895,0.3685060384697195,5.465958625772635
*NNC(=O)c1ccccc1ON(CCC)CCOCCCCN(C)*CC,365.49800000000016,2.557900000000001,66.07,2,6,16,1,0.631578947368421,0.34667929224697797,3.8974647988009306
*NC(=O)CCCCCCCCC(=O)C(CC(C)=*CF)CC(F)(F)F,353.4,4.419800000000004,46.17,1,2,14,0,0.8235294117647058,0.3711165467008975,4.378292340602799
*C1=CC=C2OC(=O)C=CC=C(S(=O)(=O)c3ccc(*)cc3)C=C[SH]12,344.413,2.3924000000000007,60.440000000000005,1,4,2,3,0.0,0.6610280306533153,5.70472704834503
CCCCSC1=CC=C(C=NCCNCCOCC*[C]=O)*CC(OC)=C1,379.54600000000016,3.582200000000003,59.92,1,6,16,1,0.6,0.3280422688780889,4.795619510474628
*C#CC1=CCC(C#N)=CC=C1CC#CC#CC1=C(C=C[Si](O*)OC(C)C)C=C1,380.4990000000001,3.955880000000003,42.25,0,3,6,2,0.20833333333333334,0.5174583536337239,5.5885744852268795
*S(=O)(=O)c1ccc(C(=O)OCCC)c(SC2CC*N3CCC3C2)c1,368.50000000000017,3.238500000000002,63.68,0,6,6,3,0.5882352941176471,0.7184715241333266,4.669567032879504
*CC(C)OCCON(C)CC(=O)OCC(C)C=CCC(*)C(F)(F)Cl,369.836,3.5175000000000027,48.0,0,5,14,0,0.8125,0.15406787990833007,5.359815564412746
*CCCCCCCCN(C(=O)CCNC(=O)N(*)CC(C)C)C(F)(F)F,365.44,4.165000000000004,52.650000000000006,1,2,13,0,0.8823529411764706,0.3934499010052908,3.750024038761099
*C(CC(O)COC=CC=C(C)[N+](C)(C)CC(C#N)N*C=C)C(C)C,335.4920000000001,2.8669800000000016,65.28,2,4,13,0,0.631578947368421,0.30851995222915085,5.978873089496358
*C([CH2])C(=O)OCCCCN(C)*CCCC=C1C=C(C=O)C(CO)=C1,333.42800000000005,2.5959900000000005,66.84,1,5,13,1,0.5263157894736842,0.3187267025927278,5.111236406536865
*CC(=O)SC1=C2C=CC1CCCN(S(=O)c1ccc(*)cc1)C2O,347.461,1.9655,57.61,1,4,4,3,0.35294117647058826,0.9046457625595141,6.2302002142206065
*CC(C)(C(=O)Br)C(=O)NC(C)C(*)(OC([2H])=O)C(F)F,329.115101778,1.0701999999999998,72.47,1,4,7,0,0.7,0.43082595721091566,6.018717809608164
*C1=NCCC([P](*)(CO)CCO)C=CCOCC1COCCCC,344.4120000000002,2.1361999999999997,71.28000000000002,2,5,9,1,0.8235294117647058,0.3818634382642227,5.9148305588248276
*CCN(CCOC(=O)Cc1ccc(C(=O)O*)cc1)c1ccc(C)cc1,339.3910000000001,3.176020000000001,55.84,0,5,9,2,0.3,0.6569094967681044,3.0408162452388314
*CCOCCOCCOC(=O)CCSC(=O)/C(=C/N(CC)CC)C*,359.48800000000017,2.3735999999999997,65.07000000000001,0,7,16,0,0.7647058823529411,0.23806815193357478,4.073942951002122
*/C(C)=C(\C)C(=NOCc1ccc(C(=O)c2ccccc2)cc1*)C(C)=O,333.3870000000001,3.397000000000002,55.73,0,4,7,2,0.19047619047619047,0.4432234560864506,3.496812240424301
*[Se]c1cc(OC)c(/N=C/C2=C3C=C(*)[SH]3C=C2OC)cc1OC,380.3270000000001,2.3609,40.05,1,4,6,3,0.1875,0.4680557375029842,5.306522556884119
*C1([C])/C=N/N=C2\OCC1C[Si]2*C([CH2])COCCOCCOC,322.43700000000007,1.24468,61.640000000000015,0,6,10,3,0.7333333333333333,0.44844506928141253,6.642578330191707
*CC(*)(CC[N+](C)(C)CC[N+](C)(C)C)C(=O)OCCOCCOCC,346.51200000000017,1.4310000000000018,44.760000000000005,0,4,15,0,0.9444444444444444,0.2556265283296563,4.5149359048646245
*NC(=S)CNCC(=O)OCc1ccc(CCCN(*)C(C)CC)cc1,349.50000000000006,2.1980999999999993,53.6,2,5,12,1,0.5555555555555556,0.44566838946877724,3.915738329613789
*OC(I)=*C(C[O])C1C=CC(=O)CC(C#N)=C1,330.1010000000001,1.8888800000000001,69.99000000000001,0,3,4,1,0.36363636363636365,0.7393144384749459,6.144855530643001
*OC(*)C1=C(S(=O)(=O)Cc2ccccc2)CC(CO)SC1=C,324.42300000000006,2.2233,63.60000000000001,1,5,6,2,0.3333333333333333,0.8691547114388752,4.769988982805454
*c1ccc(CCCCCPC2C=CNC2=CNS(*)(=O)=O)c(C)c1,350.42400000000015,2.2715200000000006,58.199999999999996,2,3,9,2,0.4117647058823529,0.5305910876719918,5.319309237217054
*CC(*)(C)C(=O)OCCC=C1N=C(C(O)C(F)C(F)(F)F)CC=CC1O,365.32300000000004,2.522200000000001,79.12,2,5,7,1,0.625,0.3145154806819315,5.759318448881826
*CC(*)(COCCC(=O)COC(=O)OCCOCC)CC(C)(C)C(C)C,358.47500000000014,3.8998000000000035,71.06,0,6,15,0,0.8947368421052632,0.3265229891892722,4.2960463404496885
*C1=CC=C(C2=CC=CC(=O)NC(=O)N3CNC(C3)C(*)=[SH]2)C1,301.371,0.8155999999999999,61.440000000000005,3,3,1,3,0.26666666666666666,0.4961864892762699,6.758528717205456
*CC(O)C=CCC1CB(C)CC(C(=O)N=Nc2ccc(O*)cc2)C1,326.2050000000001,4.175500000000003,71.25,1,4,7,2,0.5,0.46413523426995446,5.517741216128511
*C1=CC2=CCN(C(=O)CCOc3ccccc3NCCCC)CN2C(*)=C1,351.45000000000016,3.4906000000000024,44.81,1,4,8,3,0.38095238095238093,0.7283991546774148,3.6789798523549706
*CCC1C2=CC3C(=O)C=CC=C(O*)C=CN3CCC(=C2)CC(=O)N1C,338.4070000000001,2.5193000000000003,49.85,0,4,3,3,0.4,0.7933740612976137,6.721319066070129
C*C(=O)C(CCCC(C)N)=C1C=CC(C(=O)NC2CCCN(*C)C2)=C1,345.4870000000002,2.5851000000000006,75.42999999999999,2,4,9,2,0.6,0.6299248799163827,5.039260622219092
*c1cc(C(=O)C(C)(O)CC(F)(F)C(F)(F)C(F)F)cc(*)c1ON,343.223,1.1477999999999997,72.55,2,4,7,1,0.46153846153846156,0.44258560900578353,4.969402658744352
*[PH](N=NCC(=O)*[O])C(C)C(C)CSCC[O-],264.287,1.1072999999999995,84.75,0,5,10,0,0.8888888888888888,0.33630026831522686,6.642172529369093
*[C]SC(=CCOCCCCCC)ON(N=N)c1ccc(CCO)cc1*,363.4830000000001,3.7970600000000028,78.14,2,6,15,1,0.5,0.2144577116156695,4.370542561028305
*NC(C)(C)CCN(N)C(CNC(=O)NCCCC)c1ccc(*)cc1,333.48,1.3999000000000013,82.42,4,4,11,1,0.6111111111111112,0.28023400015081235,4.272029851823973
*c1ccc(CS(=O)(=O)CCCC2=CC=CC=CCC2=CC(O)=CC=*)cc1,367.49000000000007,3.7185000000000024,54.370000000000005,1,3,8,2,0.22727272727272727,0.712674247509281,4.291054866960619
*c1ccc(C2=CC=C*(C(=O)N(CC)CCON(C=COC)C=COC)O2)cc1,386.4480000000001,3.192400000000002,60.47000000000001,0,6,11,2,0.2857142857142857,0.4299985345226972,4.965551317806064
*CCC(C=C)(C[NH+])CSSCNC(=O)c1ccc(C(=O)O*)cc1,351.4730000000001,1.72,79.2,1,5,11,1,0.375,0.2841738096395132,4.895686079671252
*CC(C)(C)CN(C)C(C)C(=O)N(CCCSO*)CC(O)NCC,347.5250000000001,1.5762,65.04,2,6,14,0,0.9375,0.2825129973293011,5.008550595858413
*NC(=C[2H])ONCC(*)=C(C(C#N)=CC)c1ccc(I)cc1,380.20710177800004,3.0677800000000017,57.08,2,4,7,1,0.13333333333333333,0.25107709946556706,4.801359553193614
*OC(=O)S(=O)(=S)c1ccc(CC(=O)N2*C=CC(F)=CC2)cc1,340.37700000000007,2.1445,63.68000000000001,0,5,3,2,0.14285714285714285,0.8435242398181741,4.815143567217069
*C1=CCC(N(CC)C(=O)C(O)Cc2ccc(-c3ccc(*)cn3)cc2)C=C1,346.43000000000006,2.4368,53.43000000000001,1,3,6,3,0.2727272727272727,0.8740274533179584,4.547718376416665
*OC1CC(C(=O)NC(F)=C(CC)C(=O)N(*)CC)=CC=C[SH]1([2H])=O,331.38710177799993,0.8706,75.71000000000001,1,4,6,1,0.42857142857142855,0.5787782209780844,5.963771090312784
*[C]1C=CC(NC(=*)S)=[SH]=NN2C1=COC2CCCOCCOCCC,370.52000000000027,1.56009,55.32000000000001,3,7,10,2,0.5625,0.3095680481397658,5.36962050217096
*NC(O)(CC)COC(=O)C(S)CSCCSCCC*C,340.55600000000015,2.3884,58.559999999999995,3,7,14,0,0.9230769230769231,0.19533662720380363,5.525475863721674
*/N=N/c1ccc([CH]=[Sn]([CH3])[C](*)=C(B)C(=O)OC)cc1,346.7710000000001,1.1973999999999996,51.019999999999996,0,4,4,1,0.16666666666666666,0.3558671287933769,4.766772205647848
*/C=N/C1=CC(OC(C)C)=COC(*)([C])C1CCCOCCOCCOC,350.4350000000002,2.6541900000000007,58.510000000000005,0,6,13,1,0.6842105263157895,0.37749203069844517,5.127848314526784
*[CH]C=C(/C=C/*)c1ccccc1C(=O)OCC(=O)c1ccccc1C=CN,344.39,3.8131900000000023,69.39,1,4,8,2,0.045454545454545456,0.4490100404387818,3.6375567170093044
*c1ccc(CCCCCCCOC(=O)CCC2=CC=*CC(CN)=[N+][C]2)cc1,366.5050000000001,2.6973900000000004,66.42,1,4,12,2,0.4782608695652174,0.4568125119318863,4.459793492949796
*CC(F)(F)C(F)C(=O)NC(F)C1=C2C=CCC=CC(=CC(*)=O)C=NC2=C1,366.3140000000001,3.1225000000000014,58.53,1,3,6,2,0.2777777777777778,0.44611946194961777,6.11428174559872
*CC#COCCOC1=C(C(=O)/C=C/C2=C(C=C/C=C/C(=O)N*)C=C2)C=C1,347.37000000000006,2.456600000000001,64.63,1,4,10,2,0.14285714285714285,0.2853372011082703,4.95637062158574
*C(=O)CCCC[Si](C)(C)O[Si](C)(C)O*OC(=O)[Si](C)(C)CC,363.65500000000014,4.534300000000004,61.830000000000005,0,5,12,0,0.8571428571428571,0.37626824188306957,4.719109478927983
*C1=CC=CN(SC)CC2C=*C(=C(C)C=C2)OCC(=O)C1C(=O)[O][Na],355.39100000000013,1.6602,55.84,0,6,2,2,0.35294117647058826,0.42662210591308286,7.262979881145162
*OC(=O)NC=CC=C1CC(CNC(=*)CCCC(C)CC)C=CC1=C[O][Na],367.44500000000005,3.6623000000000028,59.59,2,4,11,1,0.5,0.4321698247254137,5.650494962440183
*C(=O)*C(C)(C)c1ccc(CC[N+](=O)c2ccc(F)c(C#N)c2)cc1[NH],338.362,4.254280000000003,84.74,0,3,7,2,0.2631578947368421,0.7071513961158815,4.125082547717895
*C#CC#CC(=O)NCCCC(=O)CCCCCCCCC(=O)S*,333.45300000000003,2.8104000000000005,63.24,1,4,13,0,0.6111111111111112,0.4157446659756187,3.8203960713414773
*NC1=C(C=C)C(SC(=O)NC(=O)C2=CC=CCCN(*)C2)C=CC=C1,341.4360000000001,2.5970000000000004,61.440000000000005,2,5,4,2,0.2222222222222222,0.8229681922829675,5.341485563544241
*N(CC)C1OC*C(C)OCCOC(=O)C(C)CCCCCC1(C)C=O,356.4830000000002,2.8690000000000007,65.07,0,6,3,1,0.8947368421052632,0.5722064090984444,5.772261096973157
*CC(O)C(=O)Nc1ccc(CCN(*)c2ccc(OCCC)cc2)cc1,340.42300000000006,3.2558000000000016,61.8,2,4,10,2,0.35,0.696844569466422,3.466231664336328
*C1=CC(C(C)(C)CC=C2C=C(OC(=O)COO)N2C)C=C(*)C(CN(C)C)=C1,372.46500000000015,3.0904000000000016,62.24000000000001,1,6,8,2,0.47619047619047616,0.4013381841868806,5.359124205458335
*CC(CC#COC[Si](C)(C)NO*)COC(=O)NCCCN(C)CP,375.48200000000014,1.5483000000000002,72.05999999999999,2,6,13,0,0.8,0.16731912111117478,5.529268019833897
*O[Se]N(CCCC)C(=O)C=CC=C(C=C)C(=O)CCCC(*)=O,370.30700000000024,2.1141,63.68,0,4,13,0,0.4375,0.2830480016038362,4.6965750525107275
*/C=C(\C=O)C(F)(F)C(F)(F)C(F)(F)CN(C)C(=O)C(C)N(*)C=O,346.22700000000003,1.294,57.690000000000005,0,3,9,0,0.5833333333333334,0.359202151258492,5.035710634639425
*CC(O)C(=O)CCC(C)C(*)C=C1C=CC(=O)C2=C1C(C)C2=O,300.35400000000004,2.2188,71.44,1,4,7,2,0.5,0.7317956490334234,5.48553958883989
*CC(*)(C)C(=O)OCCC[N+](C)(C)CC(=O)CC(C)(C)CCC(=O)CC,354.51100000000014,3.436300000000002,60.440000000000005,0,4,14,0,0.85,0.2723163830691938,4.5176343074826555
*c1ccc2c(c1)C=CC=Cc1ncc(s1)*N=NC(=CC=CC#N)O2,331.38000000000005,3.435380000000002,70.63,0,6,1,3,0.0,0.7516309515589015,6.233449034529272
*C(=O)c1ccc(C(=O)Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,328.323,3.0009000000000015,60.440000000000005,0,4,5,3,0.0,0.41030285082128604,2.837153897060693
*c1cnc2c(c1)/C=C/C(=O)SC(=C=CC=CC1=CC=C=CNC1=*)/C=N/2,342.403,2.717900000000001,54.35,1,5,2,3,0.0,0.6632120042270907,6.111118973585783
*CCN(*)C1CCC1COCCOCCCC(=O)OCCC(C)(C)O,343.4640000000001,2.0165,68.23,1,6,15,1,0.9444444444444444,0.36236276245790006,4.462849303690886
*C(=O)CCCCCS(=O)(=O)CCCSCCNC1=CC=C(*)C1,343.51400000000007,2.4712000000000005,63.24,1,5,14,1,0.6875,0.4909772055254781,4.1000759727615455
*O[Si](*)(C)CC(C)(C)OCCOCCOCCCNc1ccnnc1,355.51099999999997,2.2092,74.73,1,7,15,1,0.75,0.3817633631084434,4.283313171552672
*CCCSCCCOCCOCCN(OCC=C)C(=O)N(C)CC*,360.52000000000015,2.9396000000000013,51.24,0,5,18,0,0.8235294117647058,0.2136643872917399,4.213578066913608
*C(=O)C=CC=C(C=C)[Si][SH](*)(=O)C=C(C)Oc1ccccc1,316.454,2.728900000000001,43.370000000000005,1,3,8,1,0.0625,0.26360006987689943,4.723647465281525
*CC(C(*)C)C(C)(O)NCCCC#CCOCc1ccc(Br)cc1,380.3259999999999,3.9889000000000028,41.489999999999995,2,3,10,1,0.5789473684210527,0.36647456308123766,4.7063724281825845
*C(*)(C)[SH](C)(=O)C(=C[2H])CC(C)=CNC(=O)OCC(F)(F)F,314.34710177799997,2.5013000000000005,55.400000000000006,2,3,6,0,0.5833333333333334,0.7407525717166583,5.235665767668793
*O[Si](*)(C)N(C)CCOC(=O)NCCCCN(CC)O[Si](C)(C)C,363.60700000000014,2.111899999999999,63.27000000000001,1,6,13,0,0.9285714285714286,0.3071391297425769,4.580601160242854
*CS(=O)(=O)SCN(CC)SCCCCCCC(=O)N(*)C,340.53600000000006,2.357,57.690000000000005,0,6,13,0,0.9166666666666666,0.22197601258849017,4.392040175961202
Cc1ccc(CC(=O)*C(CO)NC(=O)c2ccccc2*C=CCl)cc1,357.8370000000001,2.31782,66.4,2,3,9,2,0.2,0.7234416209961964,4.333773364741186
*C1=CCC(*)=C(C=CC=C(Br)C(=O)OC(C)OC)C=NC1,338.2010000000001,3.068100000000001,47.89,0,4,5,1,0.3333333333333333,0.33500701026342733,5.435257197336885
*[C]=N[N+](Br)C(*)=COCCOCCCCCCCCC,332.26200000000017,3.9380000000000033,36.72,0,4,14,0,0.7857142857142857,0.15882076524329658,4.117698900745077
*C[PH](=O)C(OCCN(CC)C(=O)OCC)C(*)=C(C)c1ccccc1,351.38300000000004,3.8545000000000034,55.84,0,4,10,1,0.5,0.6008869864469786,4.522535625467699
*CN(*)[Si](C[N+](C)(C)C)c1ccc(-n2on2-c2ccc(C#N)cc2)cc1,351.48600000000005,1.4496799999999994,50.03,0,3,7,3,0.2777777777777778,0.47816934690893326,4.500108115684176
*OC1C(OCOC2=CC=CC2c2ccccc2[SH](=O)[O-])C1(*)OCC,350.39200000000017,1.6987,77.05000000000001,1,6,9,3,0.4117647058823529,0.5395438624034853,5.939978006854712
*CCCCCC(=O)CCCS(=O)(=O)CCCCC(=O)C1CCC(*)C1,356.5280000000002,4.155800000000004,68.28,0,4,15,1,0.8947368421052632,0.4132593857521686,4.3883666113831925
*CC(*)C(=O)OCCCC(C)N(C)N(F)C=O,232.255,1.1934,49.85,0,4,9,0,0.8,0.19691230679347246,5.3173806984842775
*N=C(CC=CC=C1C=CC(=O)C=C1)NNC(=S)N*,260.322,0.8500000000000001,65.52,3,3,3,1,0.08333333333333333,0.30376121175171444,4.598905081105723
*OC(=O)CN(C)C(=O)Sc1ccc(CC2=CC=CC(=O)*C2)c(C)c1,344.4120000000001,3.2150200000000018,63.68,0,5,5,2,0.2777777777777778,0.7675923598199537,4.229052566386738
*Cc1ccc(NC(C)N2COCN(C(=O)c3ccc(C(*)=O)cc3)C2)cc1,351.4060000000001,2.530400000000001,61.88,1,5,6,3,0.3,0.8665304056750726,4.048084130674525
*CCOC/C=C\C=CC1=CN1CCCONOC=CC=C(C)*S[NH],351.472,3.4315000000000015,66.53,1,6,16,1,0.4117647058823529,0.15105722272170394,5.3690830279252
*CCN(CCOCCOCCOC=C)C1(O)C=C(*)C1=COCCCCOC,383.48500000000024,1.9117999999999995,69.62,1,7,19,1,0.7,0.20755365619791566,4.7694494183317655
*N(C)C(CCCC*C(C=O)S(=O)(=O)CCC)N(CC)C(=O)CCC,361.5280000000002,2.3806000000000003,74.76,0,5,15,0,0.8823529411764706,0.25426916939637195,4.941333166567139
*C(=S)NC(=O)C1CN(*)C(C)(CC)C(C)(C)CSC(=O)CC1CCC,370.5840000000001,3.594000000000002,49.410000000000004,1,5,4,1,0.8333333333333334,0.7664777817234585,5.804665851543004
*CC(OC[N+](=O)[O-])C1=CC(I)C(I)=C1O*,434.95500000000004,2.4445000000000006,61.60000000000001,0,4,6,1,0.5,0.21167631390672437,6.2809298576062425
*CCNC1=CC(=Cc2ccc(OCCOCNC(*)([N])CO)cc2)C=C1,341.411,1.2874999999999996,85.05,3,5,12,2,0.3684210526315789,0.393983454299386,4.492616645144993
*CCOCOCCCN(C)C(*)=CC=C(C)N1CC=C(O)C=C(C)C1,334.4600000000001,3.2649000000000017,45.17,1,5,11,1,0.5789473684210527,0.3568839228622525,4.563860258694429
*C(=O)C(C)CSC(=O)C(C=C)=CC=CC(=O)CCCNCCN(*)CC,364.5110000000002,2.3519000000000005,66.48,1,6,15,0,0.5263157894736842,0.2733223720808243,4.79623577669837
*[C](OC(*)C=O)O[Si](C)(C)C(C)Oc1ccc(Br)cc1,344.257,3.064490000000001,44.760000000000005,0,4,8,1,0.38461538461538464,0.5370884691429162,4.738641456637416
